EIN2,CENSUS_REGION,CENSUS_COUNTY_NAME,CENSUS_STATE_NAME,CONGRESS_DISTRICT_NAME,SUBSECTOR,EXPENSE_CATEGORY,GOVERNMENT_GRANT_DOLLAR_AMOUNT,PROFIT_MARGIN,PROFIT_MARGIN_NOGOVTGRANT,AT_RISK_NUM
EIN-31-1387771,East North Central,Clark County,Ohio,10th Congressional district,Human services,Less than $100K,44000,0.239277398031999,-0.311562633015348,1
EIN-46-0468961,East South Central,Shelby County,Tennessee,9th Congressional district,"Public, societal benefit",$100K to $499K,279774,0.0289102485779063,-0.920647850228757,1
EIN-47-3632714,South Atlantic,New Hanover County,North Carolina,7th Congressional district,Health,$100K to $499K,60000,0.0029678874577076,-0.505812819577882,1
EIN-23-7323336,Pacific,San Mateo County,California,15th Congressional district,Unclassified,$100K to $499K,195259,0.28096174337163,-0.589560456707728,1
EIN-31-6332564,East North Central,Hamilton County,Ohio,1st Congressional district,Education,$500K to $999K,122707,0.183326515388503,0.0356895348557403,0
EIN-86-0334996,Mountain,Cochise County,Arizona,7th Congressional district,Unclassified,$10M or more,1466372,0.102738049915182,0.0805450022804155,0
EIN-77-0411485,Pacific,Monterey County,California,19th Congressional district,Environment and animals,$1M to $4.9M,28542,0.871005611461824,0.869285802775025,0
EIN-54-1346045,South Atlantic,Fairfax County,Virginia,11th Congressional district,Unclassified,$1M to $4.9M,3169385,0.0236009685287679,-0.919742777332141,1
EIN-84-0643734,Mountain,Boulder County,Colorado,2nd Congressional district,Unclassified,$1M to $4.9M,11657,0.035577697333945,0.027300329901768,0
EIN-26-4281210,Mid-Atlantic,Kings County,New York,10th Congressional district,Human services,$1M to $4.9M,219802,0.200324931014169,0.0640262921278641,0
EIN-56-1920846,South Atlantic,Rowan County,North Carolina,6th Congressional district,Environment and animals,$1M to $4.9M,709017,-0.215835306866146,-0.437121808900435,1
EIN-03-0323491,New England,Franklin County,Vermont,Congressional district (at large),Human services,$500K to $999K,8700,-0.0386848026823756,-0.0530688433412638,1
EIN-95-3559970,West South Central,Tarrant County,Texas,12th Congressional district,Religion-related,$1M to $4.9M,185300,0.205502564264242,0.145275913142313,0
EIN-65-0091025,South Atlantic,Sarasota County,Florida,17th Congressional district,Human services,$10M or more,212941,-0.0494148065695898,-0.0608058951361447,1
EIN-99-0261871,Pacific,Honolulu County,Hawaii,1st Congressional district,Human services,$1M to $4.9M,347528,-0.097391046074852,-0.25522079170105,1
EIN-23-2142507,Mid-Atlantic,Cumberland County,Pennsylvania,10th Congressional district,Human services,$1M to $4.9M,52921,0.222300170608481,0.185937821007449,0
EIN-16-1475736,Mid-Atlantic,Erie County,New York,26th Congressional district,"Arts, culture, and humanities",$100K to $499K,155525,0.239058645254881,-0.0483465309026398,1
EIN-95-5004085,Pacific,Los Angeles County,California,36th Congressional district,Unclassified,Less than $100K,10835,0.232294790965294,-0.0993144396155965,1
EIN-26-1841458,East South Central,Boyle County,Kentucky,1st Congressional district,Human services,$100K to $499K,49450,0.150467903464127,0.0310776748722802,0
EIN-74-3190719,West South Central,Bexar County,Texas,21st Congressional district,Unclassified,$500K to $999K,51100,-0.0465348564262517,-0.149231084600791,1
EIN-72-1376404,West South Central,Ascension Parish,Louisiana,2nd Congressional district,Unclassified,$100K to $499K,13650,0.518419684871824,0.470805122140946,0
EIN-83-2128184,Pacific,Los Angeles County,California,34th Congressional district,Education,$1M to $4.9M,2127145,0.034124450383338,-0.83140531782349,1
EIN-16-1760369,Mid-Atlantic,St. Lawrence County,New York,21st Congressional district,Education,$500K to $999K,29477,0.0993275769739975,0.0576780423291637,0
EIN-42-1474110,West North Central,Clarke County,Iowa,3rd Congressional district,"Public, societal benefit",$100K to $499K,3918,0.493964058497112,0.475445014794438,0
EIN-20-5595689,West South Central,Orleans Parish,Louisiana,2nd Congressional district,Education,$5M to $9.9M,5846569,0.135792222244635,-0.508648900737398,1
EIN-41-1974608,West North Central,Hennepin County,Minnesota,5th Congressional district,"Arts, culture, and humanities",$500K to $999K,162876,0.616819097497439,0.493514781664695,0
EIN-15-0532204,Mid-Atlantic,Tompkins County,New York,19th Congressional district,Universities,$10M or more,5655564,0.114286470016266,0.0982838076651662,0
EIN-92-0126047,Pacific,Copper River Census Area,Alaska,Congressional district (at large),Hospitals,$5M to $9.9M,3181959,0.0371886894115281,-0.359864221627758,1
EIN-27-2159587,New England,Kennebec County,Maine,2nd Congressional district,"Arts, culture, and humanities",Less than $100K,20052,0.626206910666865,0.523606072545117,0
EIN-27-1556002,South Atlantic,Cobb County,Georgia,6th Congressional district,Education,$1M to $4.9M,292052,-0.601158655617883,-0.872259192802634,1
EIN-39-0806814,East North Central,Eau Claire County,Wisconsin,3rd Congressional district,Human services,$5M to $9.9M,791653,0.0882049647117452,-0.0083476569079349,1
EIN-56-0538019,South Atlantic,Durham County,North Carolina,4th Congressional district,Education,$10M or more,67236,0.1151149196544,0.113470729970725,0
EIN-02-0649650,Mid-Atlantic,Allegheny County,Pennsylvania,12th Congressional district,Health,$500K to $999K,388701,0.184077001941342,-0.413390492498244,1
EIN-46-0306972,West North Central,Hutchinson County,South Dakota,Congressional district (at large),Human services,$1M to $4.9M,186878,0.183911759276352,0.111436064180149,0
EIN-23-7299387,South Atlantic,Palm Beach County,Florida,21st Congressional district,Education,$1M to $4.9M,73272,0.130882830070338,0.114666635387476,0
EIN-86-0880702,Mountain,Pima County,Arizona,6th Congressional district,Environment and animals,Less than $100K,26093,0.429030018378599,0.215895446191546,0
EIN-64-0523324,East South Central,Hinds County,Mississippi,2nd Congressional district,Education,$1M to $4.9M,5493478,0.182890275252815,-0.750997641428444,1
EIN-23-1869182,Mid-Atlantic,Lancaster County,Pennsylvania,11th Congressional district,Human services,$10M or more,290164,0.0440830586736513,0.0314417063987076,0
EIN-23-2078064,South Atlantic,Frederick County,Maryland,6th Congressional district,Human services,$1M to $4.9M,736337,0.0734867022129142,-0.451042701799751,1
EIN-03-0440761,West South Central,Harris County,Texas,7th Congressional district,Education,$5M to $9.9M,766401,0.135424405855389,0.0382394067664967,0
EIN-20-4591024,South Atlantic,Palm Beach County,Florida,21st Congressional district,Human services,$500K to $999K,88207,0.0855329381783822,-0.00370268080160004,1
EIN-54-0718805,South Atlantic,Fairfax County,Virginia,8th Congressional district,Unclassified,$1M to $4.9M,279300,0.0729459850011484,0.0188585597368791,0
EIN-23-2661890,Mid-Atlantic,Lehigh County,Pennsylvania,7th Congressional district,"Public, societal benefit",Less than $100K,19764,-0.20528992878942,-1.54567650050865,1
EIN-22-3550941,Mid-Atlantic,Camden County,New Jersey,1st Congressional district,Unclassified,$100K to $499K,98765,0.267665838118145,-0.394045170410768,1
EIN-30-0056848,East North Central,Wayne County,Michigan,13th Congressional district,Education,$1M to $4.9M,21500,0.266242822201181,0.260285280354992,0
EIN-84-4313030,Mountain,Adams County,Colorado,8th Congressional district,Unclassified,$1M to $4.9M,478948,0.0443669805916337,-0.160084658144505,1
EIN-46-4274158,Pacific,Santa Clara County,California,18th Congressional district,Human services,$1M to $4.9M,197336,0.0754682221108839,-0.0207086056952808,1
EIN-84-1240658,Mountain,Denver County,Colorado,1st Congressional district,Education,$1M to $4.9M,203138,0.0061948165820436,-0.0352272588242491,1
EIN-33-0700417,Pacific,San Bernardino County,California,23rd Congressional district,Environment and animals,$100K to $499K,38557,0.883693104099406,0.848177811347172,0
EIN-54-1882137,South Atlantic,Highland County,Virginia,6th Congressional district,Human services,$100K to $499K,20047,-0.385712540020041,-0.483701151110785,1
EIN-06-0884892,New England,Capitol Planning Region,Connecticut,1st Congressional district,"Arts, culture, and humanities",$100K to $499K,35223,-0.0412173685939163,-0.180599028922595,1
EIN-81-4532089,South Atlantic,Anne Arundel County,Maryland,3rd Congressional district,Human services,$500K to $999K,18677,0.00470636418361529,-0.0282646650202042,1
EIN-46-0945785,Pacific,San Francisco County,California,11th Congressional district,"Arts, culture, and humanities",$500K to $999K,703341,0.349730337417505,-0.239473609256489,1
EIN-77-0140925,Pacific,Alameda County,California,14th Congressional district,Human services,$100K to $499K,432508,0.100725600762092,-0.729947068403909,1
EIN-34-0816490,East North Central,Cuyahoga County,Ohio,11th Congressional district,Environment and animals,$10M or more,285960,0.153113493860525,0.130853094990235,0
EIN-36-3347022,West North Central,Minnehaha County,South Dakota,Congressional district (at large),Unclassified,$500K to $999K,87500,0.536014860425883,0.489536190682594,0
EIN-81-5286907,West South Central,Seminole County,Oklahoma,5th Congressional district,Education,$1M to $4.9M,2633922,0.203454358939141,-0.604067652359144,1
EIN-73-1010390,Mountain,Maricopa County,Arizona,4th Congressional district,"Public, societal benefit",$1M to $4.9M,114109,0.0610282844637082,-0.00755025641303022,1
EIN-14-6023701,Mid-Atlantic,Washington County,New York,21st Congressional district,Education,$100K to $499K,31852,0.284762019880263,0.171524153524552,0
EIN-41-1363849,West North Central,Hennepin County,Minnesota,5th Congressional district,"Arts, culture, and humanities",$1M to $4.9M,502359,0.209607439389946,0.0131750275864604,0
EIN-77-0236159,Pacific,Santa Clara County,California,18th Congressional district,Health,$100K to $499K,15000,0.00922264246381643,-0.0338872475197443,1
EIN-33-0470446,Pacific,Riverside County,California,48th Congressional district,Unclassified,$10M or more,12119171,0.138988828029371,-0.38603210168081,1
EIN-74-1951476,West South Central,Fort Bend County,Texas,22nd Congressional district,Health,$10M or more,11562115,0.0929956386560142,-0.337601423183246,1
EIN-51-0479687,New England,Bennington County,Vermont,Congressional district (at large),Health,$100K to $499K,320704,0.178895612708018,-0.640665249212904,1
EIN-46-1291334,East North Central,Pike County,Indiana,8th Congressional district,"Public, societal benefit",$100K to $499K,915704,0.792464151626383,-0.0239631098101906,1
EIN-95-1132365,Pacific,Riverside County,California,25th Congressional district,"Arts, culture, and humanities",$100K to $499K,15000,0.461203439053667,0.432487226071258,0
EIN-22-2366576,Mid-Atlantic,Albany County,New York,20th Congressional district,"Public, societal benefit",$1M to $4.9M,189168,0.364390301024472,0.291523180440574,0
EIN-35-0868959,East North Central,Wayne County,Indiana,6th Congressional district,Unclassified,$500K to $999K,220190,-1.86958125390481,-2.69830408960549,1
EIN-58-2133252,South Atlantic,Fulton County,Georgia,5th Congressional district,"Arts, culture, and humanities",$500K to $999K,1e+05,0.171023300105168,0.0156789093581014,0
EIN-26-0029108,Pacific,Pierce County,Washington,6th Congressional district,Human services,$100K to $499K,430400,0.255262875788091,-0.465660656737218,1
EIN-06-0804423,New England,Northeastern Connecticut Planning Region,Connecticut,2nd Congressional district,Human services,$10M or more,14724560,0.0472462955547511,-0.738706837073159,1
EIN-54-1171235,South Atlantic,Prince Edward County,Virginia,5th Congressional district,Human services,$100K to $499K,88529,-0.292423286426285,-0.80488327264939,1
EIN-58-1363950,South Atlantic,Guilford County,North Carolina,6th Congressional district,Human services,$10M or more,134015,0.137200221563251,0.133418662838126,0
EIN-46-2580700,South Atlantic,District of Columbia,District of Columbia,Delegate district (at large),"Arts, culture, and humanities",$500K to $999K,620479,0.723494170383358,0.431917474188363,0
EIN-34-1176817,East North Central,Portage County,Ohio,14th Congressional district,"Public, societal benefit",$500K to $999K,29185,0.472338919046495,0.444786405475572,0
EIN-22-3673158,Mid-Atlantic,Atlantic County,New Jersey,2nd Congressional district,Human services,$100K to $499K,30000,0.318790475286632,0.183213799897866,0
EIN-41-1624639,West North Central,Hennepin County,Minnesota,3rd Congressional district,Unclassified,$500K to $999K,61765,0.0554610992929571,-0.0269671888303764,1
EIN-91-1275815,Pacific,King County,Washington,7th Congressional district,Health,$10M or more,45786673,-0.0206778206900029,-0.743007153883309,1
EIN-54-0972486,South Atlantic,Loudoun County,Virginia,10th Congressional district,Unclassified,$5M to $9.9M,1627702,0.176022529883423,-0.0360030038107756,1
EIN-03-0218115,New England,Washington County,Vermont,Congressional district (at large),"Arts, culture, and humanities",$1M to $4.9M,3843812,0.0120740547455819,-0.85781641833368,1
EIN-46-0924003,Mid-Atlantic,Bergen County,New Jersey,5th Congressional district,Human services,$100K to $499K,85198,0.265882779456193,0.059966163141994,0
EIN-86-0988329,Mountain,Maricopa County,Arizona,1st Congressional district,Human services,$1M to $4.9M,1173804,0.224983523476941,-0.154981283446694,1
EIN-16-1469952,Mid-Atlantic,Jefferson County,New York,24th Congressional district,Unclassified,$5M to $9.9M,1433242,0.0697443198316815,-0.168072252172427,1
EIN-46-3781209,Pacific,Los Angeles County,California,32nd Congressional district,Education,$1M to $4.9M,346252,0.14933270454216,0.0699114248542556,0
EIN-20-8580107,Pacific,Monterey County,California,19th Congressional district,Human services,$100K to $499K,46340,-0.124153419941365,-0.24879367384814,1
EIN-25-1028128,Mid-Atlantic,Jefferson County,Pennsylvania,15th Congressional district,Human services,$500K to $999K,54587,0.385417957956789,0.329493868911813,0
EIN-74-6107143,West South Central,Bexar County,Texas,35th Congressional district,Human services,$1M to $4.9M,276653,0.173586829788214,-0.0110514825965345,1
EIN-31-1293175,East North Central,Logan County,Ohio,4th Congressional district,"Arts, culture, and humanities",Less than $100K,5000,0.163543783078737,0.100835277297013,0
EIN-47-2141843,Mountain,Douglas County,Colorado,4th Congressional district,Education,$5M to $9.9M,407553,0.271419165412071,0.23390986753715,0
EIN-13-3942646,Mid-Atlantic,New York County,New York,13th Congressional district,Human services,$500K to $999K,148429,-0.98870787315214,-1.52955301542419,1
EIN-82-0371093,Mountain,Twin Falls County,Idaho,2nd Congressional district,Unclassified,$10M or more,11017407,0.000862799494572434,-0.238560246398655,1
EIN-34-1912799,East North Central,Stark County,Ohio,13th Congressional district,Human services,$100K to $499K,38887,-0.145122910423242,-0.274179684518298,1
